user_id,game,hours,appid,release_date,bayesian_rating,hours_category
53875128,Goat Simulator,1.9,265930,2014-04-01,8.841770726332385,2
53875128,Mass Effect,1.9,17460,2008-12-19,9.155553645394471,2
53875128,Arma 2 Operation Arrowhead,1.8,33930,2010-06-29,9.086378057069895,2
53875128,METAL GEAR SOLID V GROUND ZEROES,1.8,311340,2014-12-18,8.122821948949364,2
53875128,Banished,1.8,242920,2014-02-18,8.89626468482906,2
53875128,Left 4 Dead,1.7,500,2008-11-17,9.356535122593066,2
53875128,Grand Theft Auto IV,1.5,12210,2008-12-02,6.51991292236859,2
53875128,Battlestations Midway,1.4,6870,2007-03-15,7.202697806138943,2
53875128,HOARD,1.4,63000,2011-04-04,7.496141995743058,2
53875128,L.A. Noire,1.3,110800,2011-11-08,8.49000841852458,2
53875128,Creeper World 3 Arc Eternal,1.1,280220,2014-03-27,8.81222328903365,2
53875128,Turbo Dismount,1.1,263760,2014-05-21,8.708358147401134,2
53875128,Floating Point,1.1,302380,2014-06-06,8.948481252393584,2
53875128,Grow Home,1.1,323320,2015-02-04,8.663863125112849,2
53875128,LUFTRAUSERS,1.0,233150,2014-03-18,8.619385892803548,2
53875128,Arma 2,1.0,33900,2009-06-29,7.8676127638664255,2
53875128,No Time To Explain Remastered,0.9,368730,2015-07-17,7.6454288955902,1
53875128,FEZ,0.9,224760,2013-05-01,9.003155868217178,1
53875128,The Legend of Heroes Trails in the Sky,0.9,251150,2014-07-29,8.656563089714044,1
53875128,Evoland,0.9,233470,2013-04-04,8.089928792286823,1
53875128,Bleed,0.8,239800,2013-07-03,8.42919724311527,1
53875128,Borderlands 2,0.8,49520,2012-09-20,9.275188684679849,1
53875128,Race The Sun,0.8,253030,2013-12-09,8.988600838369806,1
53875128,Shadowgrounds,0.8,2500,2006-05-08,7.558392693454373,1
53875128,They Bleed Pixels,0.8,211260,2012-08-29,8.079190917411497,1
53875128,Symphony,0.7,207750,2012-08-06,7.848652076350512,1
53875128,DLC Quest,0.7,230050,2013-03-18,8.555052663307023,1
53875128,The Stanley Parable,0.6,221910,2013-10-17,9.103250896759668,1
53875128,Freedom Planet,0.6,248310,2014-07-21,8.966153767598463,1
53875128,Osmos,0.6,29180,2009-08-18,7.925257559907344,1
53875128,Secrets of Rtikon,0.6,246680,2014-04-17,6.931339303939648,1
53875128,Oil Rush,0.6,200390,2012-01-25,6.681486569395196,1
53875128,FINAL FANTASY VII,0.6,39140,2013-07-04,9.11376464061908,1
53875128,404Sight,0.5,361630,2015-04-16,7.806837962331747,1
53875128,Gravity Ghost,0.5,251490,2015-01-26,7.596444842454702,1
53875128,Psychonauts,0.5,3830,2006-10-11,9.187530921279167,1
53875128,Rock of Ages,0.5,22230,2011-09-07,8.546652506082928,1
53875128,Half-Life 2 Lost Coast,0.5,340,2005-10-27,8.295626934377921,1
53875128,Air Brawl,0.5,375600,2015-11-05,7.226568757519116,1
53875128,One Finger Death Punch,0.5,264200,2014-03-03,9.615262054913057,1
53875128,INK,0.4,385710,2015-08-05,7.765707461829374,1
53875128,Intrusion 2,0.4,214970,2012-09-11,7.739447494660832,1
53875128,Amnesia The Dark Descent,0.4,57300,2010-09-08,9.317336818210553,1
53875128,Fieldrunners,0.4,209690,2012-05-24,6.996226558046571,1
53875128,Out There Somewhere,0.4,263980,2016-03-14,8.974568817620197,1
53875128,KAMI,0.4,272040,2014-01-23,8.27790408513801,1
53875128,Lone Survivor The Director's Cut,0.4,209830,2012-04-23,7.90667489448749,1
53875128,NightSky,0.4,99700,2011-03-01,7.834720687373466,1
53875128,Frozen Synapse,0.4,98200,2011-05-26,7.863303959567619,1
53875128,Hammerfight,0.4,41100,2009-10-28,6.903016094315916,1
53875128,Ziggurat,0.4,308420,2014-10-23,8.250106537807628,1
53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,0.4,15560,2011-11-23,7.295166036159842,1
53875128,Superbrothers Sword & Sworcery EP,0.3,204060,2012-04-16,7.590061843565058,1
53875128,GRID 2,0.3,44350,2013-05-27,7.925652891748155,1
53875128,Strike Vector,0.3,246700,2014-01-28,6.876326536758813,1
53875128,Prison Architect,0.3,233450,2015-10-06,9.251933915355474,1
53875128,Outlast,0.3,238320,2013-09-04,9.532052052472316,1
53875128,Super Hexagon,0.2,221640,2012-11-27,9.55510962548817,1
53875128,Valkyria Chronicles,0.2,294860,2014-11-11,8.914896395083327,1
53875128,Shatter,0.2,20820,2010-03-15,8.168588869378098,1
53875128,Proteus,0.2,219680,2013-01-30,7.29682943416509,1
53875128,Jamestown,0.2,94200,2011-06-08,8.62672666376082,1
53875128,Phantom Breaker Battle Grounds,0.2,329490,2015-01-23,8.000906836542349,1
53875128,Tom Clancy's Splinter Cell Chaos Theory,0.2,13570,2009-08-27,8.446604473538747,1
53875128,Risk of Rain,0.2,248820,2013-11-08,9.241178642240437,1
53875128,Survarium,0.2,355840,2015-04-02,5.257774128960071,1
53875128,Afterlife Empire,0.2,367710,2015-08-21,7.0267611030062,1
53875128,BattleBlock Theater,0.2,238460,2014-05-15,9.67176042725304,1
53875128,BIT.TRIP RUNNER,0.1,63710,2011-02-28,8.243583680244933,1
53875128,Skullgirls,0.1,245170,2013-08-22,9.275709013738592,1
53875128,The Crew,0.1,241560,2014-12-19,6.749507443444697,1
53875128,Metro Last Light Redux,0.1,287390,2014-08-27,7.965242678908848,1
53875128,Ethan Meteor Hunter,0.1,266330,2014-02-07,7.015944674384555,1
53875128,Reus,0.1,222730,2013-05-16,7.783350815325694,1
140954425,Team Fortress 2,13.0,440,2007-10-10,9.376149734398636,4
26122540,Call of Duty Modern Warfare 2,47.0,10180,2009-11-11,9.068244759645708,7
26122540,Counter-Strike Source,10.3,240,2004-11-01,9.527581778692817,4
26122540,Dungeon Defenders,6.8,65800,2011-10-18,9.004388482652693,3
26122540,Call of Duty Black Ops,3.1,42700,2010-11-08,8.733444173778205,2
26122540,Day of Defeat Source,1.1,300,2010-07-12,8.794777239619824,2
176410694,Dota 2,9.1,570,2013-07-09,8.58536608425643,3
197278511,Dota 2,0.5,570,2013-07-09,8.58536608425643,1
150128162,Team Fortress 2,42.0,440,2007-10-10,9.376149734398636,7
197455089,Dota 2,3.4,570,2013-07-09,8.58536608425643,2
297811211,ARK Survival Evolved,29.0,346110,2017-08-27,6.854637930648531,7
297811211,Team Fortress 2,10.1,440,2007-10-10,9.376149734398636,4
297811211,Unturned,5.6,304930,2017-07-07,9.02148176943351,3
76933274,Alien Swarm,1.0,630,2010-07-19,9.34292832636516,2
218323237,Dota 2,14.8,570,2013-07-09,8.58536608425643,4
218323237,Tomb Raider,8.8,203160,2013-03-04,9.549798090670876,3
302186258,Dota 2,4.2,570,2013-07-09,8.58536608425643,2
126340495,Dota 2,1784.0,570,2013-07-09,8.58536608425643,10
126340495,Counter-Strike Global Offensive,626.0,730,2012-08-21,8.6789093143997,10
126340495,Counter-Strike Source,176.0,240,2004-11-01,9.527581778692817,9
126340495,Rust,69.0,252490,2018-02-08,8.036439592674043,8
126340495,Saints Row IV,48.0,206420,2013-08-22,9.121785219686569,7
126340495,Team Fortress 2,16.1,440,2007-10-10,9.376149734398636,5
126340495,Garry's Mod,10.2,4000,2006-11-29,9.56002696846028,4
126340495,Counter-Strike Nexon Zombies,5.8,273110,2014-10-07,6.483400821434051,3
126340495,Outlast,4.1,238320,2013-09-04,9.532052052472316,2
126340495,Robocraft,2.3,301520,2017-08-24,7.216301005642246,2
126340495,Far Cry 3,2.2,220240,2012-11-28,8.877444851612875,2
126340495,Everlasting Summer,0.6,331470,2014-11-19,9.44553453263747,1
126340495,War Thunder,0.4,236390,2013-08-15,7.90058298924064,1
194895541,Dota 2,1.1,570,2013-07-09,8.58536608425643,2
170625356,Dota 2,7.4,570,2013-07-09,8.58536608425643,3
167362888,Dota 2,135.0,570,2013-07-09,8.58536608425643,9
208649703,Counter-Strike Global Offensive,125.0,730,2012-08-21,8.6789093143997,9
225987202,Dota 2,3.8,570,2013-07-09,8.58536608425643,2
195071563,Dota 2,6.2,570,2013-07-09,8.58536608425643,3
254906420,Team Fortress 2,1.2,440,2007-10-10,9.376149734398636,2
247160953,Dota 2,1.9,570,2013-07-09,8.58536608425643,2
308653033,Unturned,0.6,304930,2017-07-07,9.02148176943351,1
144138643,Dota 2,5.2,570,2013-07-09,8.58536608425643,3
97298878,Max Payne 2 The Fall of Max Payne,32.0,12150,2008-01-04,8.66822351200352,7
97298878,Mafia II,15.9,50130,2011-03-22,9.36222985996335,5
97298878,Race The Sun,10.5,253030,2013-12-09,8.988600838369806,4
97298878,Space Pirates and Zombies,9.5,107200,2011-08-15,8.530279385796124,3
97298878,Revenge of the Titans,9.2,93200,2011-03-16,7.71615035905117,3
97298878,Team Fortress 2,9.0,440,2007-10-10,9.376149734398636,3
97298878,Dota 2,8.6,570,2013-07-09,8.58536608425643,3
97298878,A Virus Named TOM,8.3,207650,2012-08-01,6.566313444610855,3
97298878,Super Puzzle Platformer Deluxe,5.9,238530,2013-05-24,7.648607192740223,3
97298878,LIMBO,1.3,48000,2011-08-02,9.302033784352304,2
97298878,Burnout Paradise The Ultimate Box,0.6,24740,2009-03-12,8.526243164826802,1
97298878,Mirror's Edge,0.5,17410,2009-01-14,8.746296682776991,1
97298878,Painkiller Overdose,0.4,3270,2007-10-30,7.283247490757856,1
97298878,Crayon Physics Deluxe,0.2,26900,2009-05-06,7.712189283420293,1
97298878,Osmos,0.1,29180,2009-08-18,7.925257559907344,1
173909336,America's Army Proving Grounds,1118.0,203290,2013-08-01,7.640343878934769,10
173909336,APB Reloaded,5.9,113400,2011-12-06,6.327864834063507,3
198572546,Dota 2,12.7,570,2013-07-09,8.58536608425643,4
219509107,Dota 2,2.1,570,2013-07-09,8.58536608425643,2
202906503,Dota 2,10.4,570,2013-07-09,8.58536608425643,4
92107940,The Elder Scrolls V Skyrim,110.0,72850,2011-11-10,9.396484228151447,9
92107940,7 Days to Die,99.0,251570,2013-12-13,7.811752753729811,9
92107940,Garry's Mod,40.0,4000,2006-11-29,9.56002696846028,7
92107940,ORION Prelude,10.0,104900,2013-04-16,7.436000560201287,4
92107940,Hotline Miami,8.4,219150,2012-10-23,9.677169220827516,3
92107940,Goat Simulator,1.9,265930,2014-04-01,8.841770726332385,2
92107940,Hotline Miami 2 Wrong Number,0.8,274170,2015-03-10,9.087752529085828,1
92107940,Amnesia A Machine for Pigs,0.5,239200,2013-09-10,6.763710607541662,1
251431515,Dota 2,0.9,570,2013-07-09,8.58536608425643,1
99189757,Team Fortress 2,1085.0,440,2007-10-10,9.376149734398636,10
30695285,Counter-Strike Condition Zero,36.0,80,2004-03-01,8.791508325150168,7
30695285,Counter-Strike,0.2,10,2000-11-01,9.714523142130636,1
259648553,Mad Max,16.9,234140,2015-09-01,8.992104180961059,5
201069271,Dota 2,4.8,570,2013-07-09,8.58536608425643,2
48845802,Counter-Strike,211.0,10,2000-11-01,9.714523142130636,10
48845802,Mount & Blade Warband,78.0,48700,2010-03-31,9.677279415880609,9
48845802,Counter-Strike Condition Zero,60.0,80,2004-03-01,8.791508325150168,8
48845802,Castle Crashers,31.0,204360,2012-09-26,9.550109181706404,7
48845802,Call of Duty Black Ops,11.3,42700,2010-11-08,8.733444173778205,4
48845802,Left 4 Dead,1.1,500,2008-11-17,9.356535122593066,2
48845802,SMITE,0.9,386360,2015-09-08,7.928991043003208,1
48845802,Ricochet,0.3,60,2000-11-01,7.786749547617957,1
48845802,Kane & Lynch 2 Dog Days,0.2,28000,2010-08-17,6.195160502979812,1
226212066,Counter-Strike Global Offensive,94.0,730,2012-08-21,8.6789093143997,9
226212066,Unturned,15.0,304930,2017-07-07,9.02148176943351,5
226212066,Garry's Mod,10.8,4000,2006-11-29,9.56002696846028,4
226212066,PAYDAY 2,6.7,218620,2013-08-13,8.44786301336718,3
226212066,Team Fortress 2,3.6,440,2007-10-10,9.376149734398636,2
226212066,AdVenture Capitalist,2.1,346900,2015-03-30,8.874586144760334,2
226212066,Survarium,0.7,355840,2015-04-02,5.257774128960071,1
226212066,Heroes & Generals,0.2,227940,2016-10-18,6.57462978343847,1
221430493,Dota 2,5.3,570,2013-07-09,8.58536608425643,3
62923086,Counter-Strike,91.0,10,2000-11-01,9.714523142130636,9
250006052,The Elder Scrolls V Skyrim,465.0,72850,2011-11-10,9.396484228151447,10
250006052,Project CARS,40.0,234630,2015-03-15,7.556937821441048,7
65117175,Defense Grid The Awakening,66.0,18500,2008-12-08,9.00892362185448,8
65117175,Broken Age,35.0,232790,2014-01-28,8.14280672982306,7
65117175,Stacking,19.6,115110,2012-03-06,8.100637413576152,5
65117175,Faerie Solitaire,14.7,38600,2010-09-17,8.449081602925077,4
65117175,Dreamfall Chapters,14.6,237850,2017-07-21,8.027263392303066,4
65117175,Portal 2,11.3,620,2011-04-18,9.84170445843356,4
65117175,Toki Tori,11.2,38700,2010-01-28,8.15347738182638,4
65117175,The Wonderful End of the World,10.5,15500,2008-07-17,7.249639501530024,4
65117175,Hacker Evolution,9.5,70100,2010-09-14,6.912027494191317,3
65117175,Portal,9.1,400,2007-10-10,9.73636544950651,3
65117175,Thomas Was Alone,9.0,220780,2012-11-12,9.138953781216433,3
65117175,Little Inferno,8.9,221260,2012-11-19,9.002890165316826,3
65117175,BIT.TRIP RUNNER,8.6,63710,2011-02-28,8.243583680244933,3
65117175,The Stanley Parable,7.1,221910,2013-10-17,9.103250896759668,3
65117175,Costume Quest,7.1,115100,2011-10-14,8.629380271187987,3
65117175,RUSH,7.1,38720,2010-12-03,8.069010269151018,3
65117175,RUSH,7.1,844040,2018-07-13,7.237059554896276,3
65117175,Return to Mysterious Island 2,5.9,277270,2014-03-06,7.135942665917309,3
65117175,World of Goo,5.9,22000,2008-10-13,8.81104533091867,3
65117175,Deus Ex Game of the Year Edition,5.6,6910,2007-03-29,9.111564872827572,3
65117175,AaAaAA!!! - A Reckless Disregard for Gravity,5.3,15520,2009-09-03,7.588380537368628,3
65117175,Machinarium,5.1,40700,2009-10-16,9.117505657401528,3
65117175,VVVVVV,5.1,70300,2010-09-07,9.251042194947772,3
65117175,Quantum Conundrum,4.3,200010,2012-06-21,7.85401033000069,2
65117175,Mission Control NanoMech,4.1,338030,2014-12-17,7.116823116004718,2
65117175,Alan Wake's American Nightmare,3.7,202750,2012-05-22,7.110487743220171,2
65117175,The Ball,3.6,35460,2010-10-26,7.258194329877707,2
65117175,Torchlight II,3.6,200710,2012-09-20,9.353060121014773,2
65117175,Amnesia The Dark Descent,3.3,57300,2010-09-08,9.317336818210553,2
65117175,Jamestown,3.2,94200,2011-06-08,8.62672666376082,2
65117175,Oozi Earth Adventure,3.1,257990,2013-12-05,7.639021935791776,2
65117175,Organ Trail Director's Cut,2.7,233740,2013-03-19,8.286963372445475,2
65117175,BIT.TRIP BEAT,2.2,63700,2010-11-02,7.530271332883264,2
65117175,Braid,2.2,26800,2009-04-10,9.099214910237626,2
65117175,A Virus Named TOM,2.1,207650,2012-08-01,6.566313444610855,2
65117175,FTL Faster Than Light,2.0,212680,2012-09-14,9.565745656007348,2
65117175,Team Fortress 2,1.3,440,2007-10-10,9.376149734398636,2
65117175,Bastion,1.1,107100,2011-08-16,9.521782000044,2
65117175,Osmos,1.0,29180,2009-08-18,7.925257559907344,2
65117175,Botanicula,0.9,207690,2012-05-07,9.010536526045572,1
65117175,Killing Floor,0.9,1250,2009-05-14,9.4797599115753,1
65117175,And Yet It Moves,0.8,18700,2009-04-02,7.040304939415347,1
65117175,NightSky,0.6,99700,2011-03-01,7.834720687373466,1
65117175,Ticket to Ride,0.5,108200,2012-05-24,7.88270509431619,1
65117175,Penumbra Overture,0.4,22180,2009-03-06,8.319975603046597,1
65117175,Crayon Physics Deluxe,0.3,26900,2009-05-06,7.712189283420293,1
65117175,Lucid,0.2,61100,2011-07-19,7.221186700459318,1
65117175,Critical Mass,0.1,105300,2011-06-20,7.3259210612864765,1
227944885,Dota 2,62.0,570,2013-07-09,8.58536608425643,8
144004384,Dota 2,22.0,570,2013-07-09,8.58536608425643,6
236557903,Team Fortress 2,2.0,440,2007-10-10,9.376149734398636,2
236557903,BLOCKADE 3D,0.3,302830,2014-12-19,5.831347828741094,1
11373749,Team Fortress 2,762.0,440,2007-10-10,9.376149734398636,10
11373749,Rocket League,348.0,252950,2015-07-07,9.16555018776791,10
11373749,Left 4 Dead 2,270.0,550,2009-11-19,9.664749799642676,10
11373749,The Elder Scrolls V Skyrim,220.0,72850,2011-11-10,9.396484228151447,10
11373749,Terraria,84.0,105600,2011-05-16,9.692259988934437,9
11373749,Grand Theft Auto V,61.0,271590,2015-04-13,7.025986263826763,8
11373749,Saints Row 2,58.0,9480,2009-01-07,7.615778361135107,8
11373749,Grand Theft Auto Episodes from Liberty City,57.0,12220,2010-04-12,7.297611137725535,8
11373749,Left 4 Dead,44.0,500,2008-11-17,9.356535122593066,7
11373749,Saints Row The Third,44.0,55230,2011-11-17,9.535882769345044,7
11373749,Batman Arkham Origins,41.0,209000,2013-10-24,8.459890948488681,7
11373749,The Witcher 2 Assassins of Kings Enhanced Edition,39.0,20920,2012-04-16,8.806096179492807,7
11373749,Watch_Dogs,32.0,243470,2014-05-26,6.746219631169605,7
11373749,Hidden Object Bundle 4 in 1,27.0,347610,2015-10-06,7.393555016077855,7
11373749,Worms Reloaded,23.0,22600,2010-08-26,8.116378384607088,6
11373749,FlatOut Ultimate Carnage,23.0,12360,2008-08-26,7.928773961669849,6
11373749,Portal 2,22.0,620,2011-04-18,9.84170445843356,6
11373749,Rogue Legacy,21.0,241600,2013-06-27,9.198806613328957,6
11373749,Chivalry Medieval Warfare,19.9,219640,2012-10-16,8.227014312721522,5
11373749,Ghost Master,19.7,6200,2006-12-21,7.875684287235543,5
11373749,Peggle Deluxe,19.7,3480,2007-03-06,8.27158296049568,5
11373749,Alan Wake,19.5,108710,2012-02-16,9.0473223218285,5
11373749,Peggle Nights,19.5,3540,2008-10-15,7.692984787265447,5
11373749,Puzzler World 2,19.1,200130,2011-10-24,7.22590564485952,5
11373749,Tomb Raider,18.3,203160,2013-03-04,9.549798090670876,5
11373749,Bejeweled 3,18.2,78000,2010-12-07,8.822196730189999,5
11373749,Half-Life 2,18.1,220,2004-11-16,9.613454436280367,5
11373749,The Book of Unwritten Tales,15.4,215160,2012-07-31,8.242847158636334,5
11373749,FEZ,15.0,224760,2013-05-01,9.003155868217178,5
11373749,Guacamelee! Gold Edition,14.4,214770,2013-08-08,8.936300107680097,4
11373749,MacGuffin's Curse,13.8,58230,2012-04-19,7.234241394203666,4
11373749,The Testament of Sherlock Holmes,13.8,205650,2012-09-20,7.843893078529213,4
11373749,Bully Scholarship Edition,13.5,12200,2008-10-21,8.161974873781475,4
11373749,Just Cause 2,12.7,8190,2010-03-23,9.060619392154424,4
11373749,Crazy Machines 2,12.6,18400,2008-06-20,6.795831386131846,4
11373749,The Secret of Monkey Island Special Edition,12.4,32360,2009-07-15,8.676252701620195,4
